;date;time;temp
68967;2021-09-19;4:31:20;22.56
68968;2021-09-19;4:41:39;22.62
68969;2021-09-19;4:51:58;22.56
68970;2021-09-19;5:02:17;22.56
68971;2021-09-19;5:12:36;22.5
68972;2021-09-19;5:22:55;22.5
68973;2021-09-19;5:33:14;22.5
68974;2021-09-19;5:43:33;22.44
68975;2021-09-19;5:53:53;22.5
68976;2021-09-19;6:04:12;22.44
68977;2021-09-19;6:14:31;22.44
68978;2021-09-19;6:24:50;22.44
68979;2021-09-19;6:35:09;22.44
68980;2021-09-19;6:45:28;22.37
68981;2021-09-19;6:55:47;22.37
68982;2021-09-19;7:06:06;22.44
68983;2021-09-19;7:16:25;22.31
68984;2021-09-19;7:26:44;22.37
68985;2021-09-19;7:37:03;22.37
68986;2021-09-19;7:47:22;22.31
68987;2021-09-19;7:57:41;22.31
68988;2021-09-19;8:08:00;22.31
68989;2021-09-19;8:18:19;22.31
68990;2021-09-19;8:28:38;22.31
68991;2021-09-19;8:38:57;22.25
68992;2021-09-19;8:49:17;22.31
68993;2021-09-19;8:59:36;22.31
68994;2021-09-19;9:09:55;22.31
68995;2021-09-19;9:20:14;22.37
68996;2021-09-19;9:30:33;22.31
68997;2021-09-19;9:40:52;22.37
68998;2021-09-19;9:51:11;22.31
68999;2021-09-19;10:01:30;22.37
69000;2021-09-19;10:11:49;22.37
69001;2021-09-19;10:22:08;22.37
69002;2021-09-19;10:32:27;22.37
69003;2021-09-19;10:42:46;22.37
69004;2021-09-19;10:53:05;22.37
69005;2021-09-19;11:03:24;22.5
69006;2021-09-19;11:13:43;22.44
69007;2021-09-19;11:24:02;22.5
69008;2021-09-19;11:34:21;22.44
69009;2021-09-19;11:44:40;22.5
69010;2021-09-19;11:54:59;22.5
69011;2021-09-19;12:05:18;22.5
69012;2021-09-19;12:15:37;22.56
69013;2021-09-19;12:25:56;22.5
69014;2021-09-19;12:36:15;22.5
69015;2021-09-19;12:46:35;22.5
69016;2021-09-19;12:56:54;22.56
69017;2021-09-19;13:07:13;22.56
69018;2021-09-19;13:17:32;22.56
69019;2021-09-19;13:27:51;22.56
69020;2021-09-19;13:38:10;22.62
69021;2021-09-19;13:48:29;22.56
69022;2021-09-19;13:58:48;22.62
69023;2021-09-19;14:09:07;22.62
69024;2021-09-19;14:19:26;22.62
69025;2021-09-19;14:29:45;22.56
69026;2021-09-19;14:40:04;22.62
69027;2021-09-19;14:50:23;22.62
69028;2021-09-19;15:00:42;22.69
69029;2021-09-19;15:11:01;22.69
69030;2021-09-19;15:21:20;22.69
69031;2021-09-19;15:31:39;22.69
69032;2021-09-19;15:41:58;22.69
69033;2021-09-19;15:52:18;22.69
69034;2021-09-19;16:02:37;22.75
69035;2021-09-19;16:12:56;22.75
69036;2021-09-19;16:23:15;22.75
69037;2021-09-19;16:33:34;22.75
69038;2021-09-19;16:43:53;22.75
69039;2021-09-19;16:54:12;22.81
69040;2021-09-19;17:04:31;22.81
69041;2021-09-19;17:14:50;22.75
69042;2021-09-19;17:25:09;22.75
69043;2021-09-19;17:35:28;22.75
69044;2021-09-19;17:45:47;22.75
69045;2021-09-19;17:56:06;22.75
69046;2021-09-19;18:06:25;22.75
69047;2021-09-19;18:16:44;22.69
69048;2021-09-19;18:27:03;22.69
69049;2021-09-19;18:37:22;22.69
69050;2021-09-19;18:47:41;22.69
69051;2021-09-19;18:58:01;22.62
69052;2021-09-19;19:08:25;22.62
69053;2021-09-19;19:18:44;22.62
69054;2021-09-19;19:29:03;22.56
69055;2021-09-19;19:49:31;22.56
69056;2021-09-19;19:59:50;22.56
69057;2021-09-19;20:10:09;22.56
69058;2021-09-19;20:20:28;22.56
69059;2021-09-19;20:30:47;22.5
69060;2021-09-19;20:41:06;22.5
69061;2021-09-19;20:51:25;22.5
69062;2021-09-19;21:01:44;22.44
69063;2021-09-19;21:12:03;22.5
69064;2021-09-19;21:22:23;22.44
69065;2021-09-19;21:32:42;22.37
69066;2021-09-19;21:43:01;22.37
69067;2021-09-19;21:53:20;22.37
69068;2021-09-19;22:03:39;22.37
69069;2021-09-19;22:13:58;22.37
69070;2021-09-19;22:24:17;22.37
69071;2021-09-19;22:34:36;22.37
69072;2021-09-19;22:44:55;22.37
69073;2021-09-19;22:55:14;22.31
69074;2021-09-19;23:05:33;22.31
69075;2021-09-19;23:15:52;22.31
69076;2021-09-19;23:26:11;22.31
69077;2021-09-19;23:36:31;22.31
69078;2021-09-19;23:46:50;22.25
69079;2021-09-19;23:57:09;22.25
69080;2021-09-20;0:07:28;22.25
69081;2021-09-20;0:17:47;22.25
69082;2021-09-20;0:28:06;22.19
69083;2021-09-20;0:38:25;22.19
69084;2021-09-20;0:48:44;22.19
69085;2021-09-20;0:59:04;22.25
69086;2021-09-20;1:09:23;22.25
69087;2021-09-20;1:19:42;22.13
69088;2021-09-20;1:30:01;22.19
69089;2021-09-20;1:40:20;22.19
69090;2021-09-20;1:50:39;22.13
69091;2021-09-20;2:00:58;22.13
69092;2021-09-20;2:11:17;22.13
69093;2021-09-20;2:21:36;22.13
69094;2021-09-20;2:31:55;22.06
69095;2021-09-20;2:42:14;22.13
69096;2021-09-20;2:52:33;22.06
69097;2021-09-20;3:02:52;22.06
69098;2021-09-20;3:13:11;22.06
69099;2021-09-20;3:23:30;22.06
69100;2021-09-20;3:33:49;22.06
69101;2021-09-20;3:44:08;22.0
69102;2021-09-20;3:54:27;22.0
69103;2021-09-20;4:04:46;22.0
69104;2021-09-20;4:15:05;22.06
69105;2021-09-20;4:25:24;22.0
69106;2021-09-20;4:35:43;22.0
69107;2021-09-20;4:46:05;22.0
69108;2021-09-20;4:56:24;22.0
69109;2021-09-20;5:06:43;22.0
69110;2021-09-20;5:17:02;22.0
69111;2021-09-20;5:27:21;21.94
69112;2021-09-20;5:37:40;21.94
69113;2021-09-20;5:47:59;21.94
69114;2021-09-20;5:58:18;21.94
69115;2021-09-20;6:08:37;21.94
69116;2021-09-20;6:18:56;21.94
69117;2021-09-20;6:29:15;21.94
69118;2021-09-20;6:39:35;21.87
69119;2021-09-20;6:49:54;21.87
69120;2021-09-20;7:00:13;21.87
69121;2021-09-20;7:10:32;21.94
69122;2021-09-20;7:20:51;21.94
69123;2021-09-20;7:31:10;21.87
69124;2021-09-20;7:41:29;21.87
69125;2021-09-20;7:51:48;21.87
69126;2021-09-20;8:02:07;21.87
69127;2021-09-20;8:12:26;21.87
69128;2021-09-20;8:22:45;21.87
69129;2021-09-20;8:33:04;21.87
69130;2021-09-20;8:43:24;21.94
69131;2021-09-20;8:53:43;21.87
69132;2021-09-20;9:04:02;21.87
69133;2021-09-20;9:14:21;21.87
69134;2021-09-20;9:24:40;21.87
69135;2021-09-20;9:34:59;21.94
69136;2021-09-20;9:45:18;21.94
69137;2021-09-20;9:55:37;22.0
69138;2021-09-20;10:05:56;22.0
69139;2021-09-20;10:16:15;22.06
69140;2021-09-20;10:26:42;22.06
69141;2021-09-20;10:37:01;22.13
69142;2021-09-20;10:47:20;22.13
69143;2021-09-20;10:57:39;22.13
69144;2021-09-20;11:07:58;22.19
69145;2021-09-20;11:18:17;22.19
69146;2021-09-20;11:28:36;22.19
69147;2021-09-20;11:38:55;22.25
69148;2021-09-20;11:49:14;22.31
69149;2021-09-20;11:59:33;22.31
69150;2021-09-20;12:09:53;22.37
69151;2021-09-20;12:20:12;22.44
69152;2021-09-20;12:30:31;22.5
69153;2021-09-20;12:40:50;22.5
69154;2021-09-20;12:51:09;22.5
69155;2021-09-20;13:01:28;22.56
69156;2021-09-20;13:11:47;22.62
69157;2021-09-20;13:22:06;22.62
69158;2021-09-20;13:32:26;22.69
69159;2021-09-20;13:42:45;22.69
69160;2021-09-20;13:53:04;22.69
69161;2021-09-20;14:03:23;22.81
69162;2021-09-20;14:13:45;22.81
69163;2021-09-20;14:24:04;22.81
69164;2021-09-20;14:34:23;22.81
69165;2021-09-20;14:44:42;22.81
69166;2021-09-20;14:55:02;22.87
69167;2021-09-20;15:05:21;22.87
69168;2021-09-20;15:15:40;22.87
69169;2021-09-20;15:25:59;22.94
69170;2021-09-20;15:36:18;22.94
69171;2021-09-20;15:46:37;22.94
69172;2021-09-20;15:56:57;22.94
69173;2021-09-20;16:07:16;23.0
69174;2021-09-20;16:17:35;23.06
69175;2021-09-20;16:27:54;23.12
69176;2021-09-20;16:38:13;23.12
69177;2021-09-20;16:48:33;23.12
69178;2021-09-20;16:58:52;23.12
69179;2021-09-20;17:09:11;23.12
69180;2021-09-20;17:19:30;23.19
69181;2021-09-20;17:29:49;23.25
69182;2021-09-20;17:40:08;23.19
69183;2021-09-20;17:50:27;23.19
69184;2021-09-20;18:00:46;23.25
69185;2021-09-20;18:11:06;23.25
69186;2021-09-20;18:21:25;23.25
69187;2021-09-20;18:31:44;23.25
69188;2021-09-20;18:42:03;23.25
69189;2021-09-20;18:52:22;23.25
69190;2021-09-20;19:02:41;23.31
69191;2021-09-20;19:13:00;23.31
69192;2021-09-20;19:23:19;23.31
69193;2021-09-20;19:33:38;23.31
69194;2021-09-20;19:43:57;23.25
69195;2021-09-20;19:54:16;23.31
69196;2021-09-20;20:04:36;23.31
69197;2021-09-20;20:14:55;23.38
69198;2021-09-20;20:25:14;23.38
69199;2021-09-20;20:35:33;23.44
69200;2021-09-20;20:45:52;23.38
69201;2021-09-20;20:56:11;23.38
69202;2021-09-20;21:06:30;23.44
69203;2021-09-20;21:16:49;23.44
69204;2021-09-20;21:27:08;23.38
69205;2021-09-20;21:37:27;23.44
69206;2021-09-20;21:47:46;23.38
69207;2021-09-20;21:58:05;23.44
69208;2021-09-20;22:08:24;23.38
69209;2021-09-20;22:18:43;23.44
69210;2021-09-20;22:29:02;23.38
69211;2021-09-20;22:39:21;23.38
69212;2021-09-20;22:49:41;23.44
69213;2021-09-20;23:00:00;23.44
69214;2021-09-20;23:10:19;23.38
69215;2021-09-20;23:20:38;23.38
69216;2021-09-20;23:30:57;23.31
69217;2021-09-20;23:41:16;23.31
69218;2021-09-20;23:51:35;23.31
69219;2021-09-21;0:01:57;23.25
69220;2021-09-21;0:12:16;23.25
69221;2021-09-21;0:22:35;23.19
69222;2021-09-21;0:32:54;23.25
69223;2021-09-21;0:53:32;23.19
69224;2021-09-21;1:03:51;23.12
69225;2021-09-21;1:14:10;23.12
69226;2021-09-21;1:24:30;23.06
69227;2021-09-21;1:34:49;23.12
69228;2021-09-21;1:55:22;23.06
69229;2021-09-21;2:05:41;23.06
69230;2021-09-21;2:16:00;22.94
69231;2021-09-21;2:26:19;23.0
69232;2021-09-21;2:36:38;23.06
69233;2021-09-21;2:46:57;23.0
69234;2021-09-21;2:57:16;22.94
69235;2021-09-21;3:07:35;22.94
69236;2021-09-21;3:17:54;22.87
69237;2021-09-21;3:28:13;22.87
69238;2021-09-21;3:38:32;22.81
69239;2021-09-21;3:48:52;22.81
69240;2021-09-21;3:59:11;22.75
69241;2021-09-21;4:09:30;22.81
69242;2021-09-21;4:19:49;22.81
69243;2021-09-21;4:30:08;22.75
69244;2021-09-21;4:40:27;22.75
69245;2021-09-21;4:50:46;22.81
69246;2021-09-21;5:01:05;22.75
69247;2021-09-21;5:11:24;22.69
69248;2021-09-21;5:21:43;22.69
69249;2021-09-21;5:32:02;22.69
69250;2021-09-21;5:42:22;22.69
69251;2021-09-21;5:52:41;22.69
69252;2021-09-21;6:03:00;22.62
69253;2021-09-21;6:13:19;22.62
69254;2021-09-21;6:23:38;22.56
69255;2021-09-21;6:33:57;22.56
69256;2021-09-21;6:44:16;22.62
69257;2021-09-21;6:54:35;22.62
69258;2021-09-21;7:04:54;22.56
69259;2021-09-21;7:15:13;22.62
69260;2021-09-21;7:25:33;22.56
69261;2021-09-21;7:35:52;22.56
69262;2021-09-21;7:46:11;22.56
69263;2021-09-21;7:56:30;22.56
69264;2021-09-21;8:06:49;22.56
69265;2021-09-21;8:17:08;22.5
69266;2021-09-21;8:27:28;22.5
69267;2021-09-21;8:37:47;22.56
69268;2021-09-21;8:48:06;22.5
69269;2021-09-21;8:58:25;22.56
69270;2021-09-21;9:08:44;22.62
69271;2021-09-21;9:19:03;22.56
69272;2021-09-21;9:29:22;22.56
69273;2021-09-21;9:39:41;22.56
69274;2021-09-21;9:50:00;22.56
69275;2021-09-21;10:00:19;22.5
69276;2021-09-21;10:10:38;22.5
69277;2021-09-21;10:20:58;22.5
69278;2021-09-21;10:31:17;22.56
69279;2021-09-21;10:41:36;22.5
69280;2021-09-21;10:51:55;22.5
69281;2021-09-21;11:02:14;22.5
69282;2021-09-21;11:12:33;22.56
69283;2021-09-21;11:22:52;22.56
69284;2021-09-21;11:33:12;22.56
69285;2021-09-21;11:43:31;22.69
69286;2021-09-21;11:53:50;22.69
69287;2021-09-21;12:04:09;22.69
69288;2021-09-21;12:14:28;22.81
69289;2021-09-21;12:24:47;22.87
69290;2021-09-21;12:35:06;22.94
69291;2021-09-21;12:45:26;23.06
69292;2021-09-21;12:55:45;23.19
69293;2021-09-21;13:06:04;23.31
69294;2021-09-21;13:16:23;23.31
69295;2021-09-21;13:26:42;23.38
69296;2021-09-21;13:37:01;23.44
69297;2021-09-21;13:47:20;23.62
69298;2021-09-21;13:57:39;23.75
69299;2021-09-21;14:07:59;23.87
69300;2021-09-21;14:18:18;24.0
69301;2021-09-21;14:28:37;24.12
69302;2021-09-21;14:38:56;24.37
69303;2021-09-21;14:49:21;24.44
69304;2021-09-21;14:49:32;24.44
69305;2021-09-21;14:49:34;24.44
69306;2021-09-21;14:59:59;24.56
69307;2021-09-21;15:10:32;24.5
69308;2021-09-21;15:20:51;24.5
69309;2021-09-21;15:31:11;24.56
69310;2021-09-21;15:41:30;24.56
69311;2021-09-21;15:51:49;24.56
69312;2021-09-21;16:02:08;24.69
69313;2021-09-21;16:12:27;24.87
69314;2021-09-21;16:22:47;25.0
69315;2021-09-21;16:33:07;25.12
69316;2021-09-21;16:43:27;25.19
69317;2021-09-21;16:53:46;25.25
69318;2021-09-21;17:04:05;25.37
69319;2021-09-21;17:14:24;25.5
69320;2021-09-21;17:24:43;25.62
69321;2021-09-21;17:35:02;25.75
69322;2021-09-21;17:45:21;25.81
69323;2021-09-21;17:55:41;25.94
69324;2021-09-21;18:06:00;25.94
69325;2021-09-21;18:16:19;25.88
69326;2021-09-21;18:26:38;25.81
69327;2021-09-21;18:36:57;25.75
69328;2021-09-21;18:47:16;25.75
69329;2021-09-21;18:57:35;25.62
69330;2021-09-21;19:07:54;25.56
69331;2021-09-21;19:18:13;25.5
69332;2021-09-21;19:28:32;25.44
69333;2021-09-21;19:38:51;25.37
69334;2021-09-21;19:49:10;25.37
69335;2021-09-21;19:59:30;25.31
69336;2021-09-21;20:09:49;25.25
69337;2021-09-21;20:20:08;25.12
69338;2021-09-21;20:30:27;25.12
69339;2021-09-21;20:40:46;25.06
69340;2021-09-23;16:32:35;24.44
69341;2021-09-23;16:42:55;24.44
69342;2021-09-23;16:53:14;24.37
69343;2021-09-23;17:03:33;24.37
69344;2021-09-23;17:13:52;24.31
69345;2021-09-23;17:24:11;24.31
69346;2021-09-23;17:34:30;24.19
69347;2021-09-23;17:44:49;24.25
69348;2021-09-23;17:55:08;24.37
69349;2021-09-23;18:05:27;24.5
69350;2021-09-23;18:15:46;24.63
69351;2021-09-23;18:26:05;24.69
69352;2021-09-23;18:36:24;24.69
69353;2021-09-23;18:46:44;24.63
69354;2021-09-23;18:57:03;24.63
69355;2021-09-23;19:07:22;24.56
69356;2021-09-23;19:17:41;24.56
69357;2021-09-23;19:28:00;24.56
69358;2021-09-23;19:38:19;24.56
69359;2021-09-23;19:48:38;24.5
69360;2021-09-23;19:58:57;24.44
69361;2021-09-23;20:09:16;24.44
69362;2021-09-23;20:19:35;24.5
69363;2021-09-23;20:29:54;24.44
69364;2021-09-23;20:40:13;24.44
69365;2021-09-23;20:50:32;24.5
69366;2021-09-23;21:00:51;24.44
69367;2021-09-23;21:11:10;24.44
69368;2021-09-23;21:21:29;24.44
69369;2021-09-23;21:31:49;24.44
69370;2021-09-23;21:42:08;24.44
69371;2021-09-23;21:52:27;24.44
69372;2021-09-23;22:02:46;24.37
69373;2021-09-23;22:13:05;24.37
69374;2021-09-23;22:23:24;24.37
69375;2021-09-23;22:33:43;24.31
69376;2021-09-23;22:44:02;24.25
69377;2021-09-23;22:54:21;24.25
69378;2021-09-23;23:04:40;24.25
69379;2021-09-23;23:14:59;24.25
69380;2021-09-23;23:25:18;24.19
69381;2021-09-23;23:35:37;24.12
69382;2021-09-23;23:45:56;24.12
69383;2021-09-23;23:56:16;24.12
69384;2021-09-24;0:06:35;24.06
69385;2021-09-24;0:16:54;24.06
69386;2021-09-24;0:27:13;24.06
69387;2021-09-24;0:37:32;24.0
69388;2021-09-24;0:47:51;23.94
69389;2021-09-24;0:58:10;24.0
69390;2021-09-24;1:08:29;24.0
69391;2021-09-24;1:18:48;23.94
69392;2021-09-24;1:29:07;23.94
69393;2021-09-24;1:39:30;23.87
69394;2021-09-24;1:49:49;23.81
69395;2021-09-24;2:00:08;23.81
69396;2021-09-24;2:10:27;23.75
69397;2021-09-24;2:20:46;23.75
69398;2021-09-24;2:31:05;23.75
69399;2021-09-24;2:41:24;23.69
69400;2021-09-24;2:51:43;23.69
69401;2021-09-24;3:02:02;23.69
69402;2021-09-24;3:12:21;23.69
69403;2021-09-24;3:22:40;23.56
69404;2021-09-24;3:32:59;23.56
69405;2021-09-24;3:43:18;23.56
69406;2021-09-24;3:53:37;23.5
69407;2021-09-24;4:03:56;23.5
69408;2021-09-24;4:14:15;23.44
69409;2021-09-24;4:24:37;23.5
69410;2021-09-24;4:34:56;23.44
69411;2021-09-24;4:45:15;23.44
69412;2021-09-24;4:55:34;23.44
69413;2021-09-24;5:05:53;23.38
69414;2021-09-24;5:16:12;23.38
69415;2021-09-24;5:26:32;23.31
69416;2021-09-24;5:36:51;23.25
69417;2021-09-24;5:47:10;23.25
69418;2021-09-24;5:57:29;23.25
69419;2021-09-24;6:07:48;23.19
69420;2021-09-24;6:18:07;23.19
69421;2021-09-24;6:28:26;23.12
69422;2021-09-24;6:38:45;23.12
69423;2021-09-24;6:49:05;23.12
69424;2021-09-24;6:59:24;23.06
69425;2021-09-24;7:09:43;23.06
69426;2021-09-24;7:20:02;23.0
69427;2021-09-24;7:30:21;23.0
69428;2021-09-24;7:40:40;23.0
69429;2021-09-24;7:50:59;22.94
69430;2021-09-24;8:01:18;23.0
69431;2021-09-24;8:11:37;23.0
69432;2021-09-24;8:21:56;22.94
69433;2021-09-24;8:32:15;23.0
69434;2021-09-24;8:42:34;22.94
69435;2021-09-24;8:52:53;22.94
69436;2021-09-24;9:03:13;23.0
69437;2021-09-24;9:13:32;22.94
69438;2021-09-24;9:23:51;22.87
69439;2021-09-24;9:34:10;22.94
69440;2021-09-24;9:44:29;23.0
69441;2021-09-24;9:54:48;23.0
69442;2021-09-24;10:05:07;23.06
69443;2021-09-24;10:15:26;23.06
69444;2021-09-24;10:25:45;23.12
69445;2021-09-24;10:36:05;23.12
69446;2021-09-24;10:46:24;23.12
69447;2021-09-24;10:56:43;23.19
69448;2021-09-24;11:07:02;23.19
69449;2021-09-24;11:17:22;23.25
69450;2021-09-24;11:27:41;23.31
69451;2021-09-24;11:38:00;23.44
69452;2021-09-24;11:48:19;23.56
69453;2021-09-24;11:58:38;23.62
69454;2021-09-24;12:08:57;23.75
69455;2021-09-24;12:19:16;23.87
69456;2021-09-24;12:29:36;24.06
69457;2021-09-24;12:39:55;24.25
69458;2021-09-24;12:50:14;24.5
69459;2021-09-24;13:00:33;24.75
69460;2021-09-24;13:10:52;24.94
69461;2021-09-24;13:21:11;25.25
69462;2021-09-24;13:31:30;25.56
69463;2021-09-24;13:41:49;25.75
69464;2021-09-24;13:52:08;26.0
69465;2021-09-24;14:02:27;26.31
69466;2021-09-24;14:12:47;26.62
69467;2021-09-24;14:23:06;26.87
69468;2021-09-24;14:33:25;27.13
69469;2021-09-24;14:43:44;27.31
69470;2021-09-24;14:54:03;27.5
69471;2021-09-24;15:04:22;27.69
69472;2021-09-24;15:14:41;27.87
69473;2021-09-24;15:25:00;28.0
69474;2021-09-24;15:35:19;28.12
69475;2021-09-24;15:45:39;28.31
69476;2021-09-24;15:55:58;28.38
69477;2021-09-24;16:06:17;28.44
69478;2021-09-24;16:16:36;28.56
69479;2021-09-24;16:26:55;28.62
69480;2021-09-24;16:37:14;28.75
69481;2021-09-24;16:47:33;28.81
69482;2021-09-24;16:57:52;28.87
69483;2021-09-24;17:08:11;28.87
69484;2021-09-24;17:18:31;28.87
69485;2021-09-24;17:28:50;28.87
69486;2021-09-24;17:39:09;28.81
69487;2021-09-24;17:49:28;28.81
69488;2021-09-24;17:59:47;28.75
69489;2021-09-24;18:10:07;28.75
69490;2021-09-24;18:20:26;28.62
69491;2021-09-24;18:30:45;28.44
69492;2021-09-24;18:41:04;28.31
69493;2021-09-24;18:51:23;28.12
69494;2021-09-24;19:01:42;28.06
69495;2021-09-24;19:12:01;27.94
69496;2021-09-24;19:22:20;27.87
69497;2021-09-24;19:32:39;27.75
69498;2021-09-24;19:42:58;27.56
69499;2021-09-24;19:53:18;27.44
69500;2021-09-24;20:03:37;27.37
69501;2021-09-24;20:13:56;27.25
