;date;time;temp
88360;2022-01-01;2:41:00;20.31
88361;2022-01-01;2:51:19;20.25
88362;2022-01-01;3:01:38;20.25
88363;2022-01-01;3:11:58;20.12
88364;2022-01-01;3:22:17;20.25
88365;2022-01-01;3:32:36;20.19
88366;2022-01-01;3:42:55;20.12
88367;2022-01-01;3:53:14;20.19
88368;2022-01-01;4:03:33;20.06
88369;2022-01-01;4:13:52;20.12
88370;2022-01-01;4:24:11;20.25
88371;2022-01-01;4:34:30;20.19
88372;2022-01-01;4:44:49;20.0
88373;2022-01-01;4:55:08;20.0
88374;2022-01-01;5:05:27;20.0
88375;2022-01-01;5:15:46;20.0
88376;2022-01-01;5:26:06;20.0
88377;2022-01-01;5:36:25;20.06
88378;2022-01-01;5:46:44;19.94
88379;2022-01-01;5:57:03;20.0
88380;2022-01-01;6:07:22;20.0
88381;2022-01-01;6:17:41;19.94
88382;2022-01-01;6:28:00;19.94
88383;2022-01-01;6:38:19;19.87
88384;2022-01-01;6:48:38;20.0
88385;2022-01-01;6:58:57;19.94
88386;2022-01-01;7:09:17;19.81
88387;2022-01-01;7:19:36;19.75
88388;2022-01-01;7:29:55;19.87
88389;2022-01-01;7:40:14;19.75
88390;2022-01-01;7:50:33;19.87
88391;2022-01-01;8:00:52;19.75
88392;2022-01-01;8:11:11;19.69
88393;2022-01-01;8:21:30;19.62
88394;2022-01-01;8:31:49;19.69
88395;2022-01-01;8:42:09;19.69
88396;2022-01-01;8:52:28;19.69
88397;2022-01-01;9:02:47;19.56
88398;2022-01-01;9:13:06;19.56
88399;2022-01-01;9:23:25;19.62
88400;2022-01-01;9:33:44;19.69
88401;2022-01-01;9:44:03;19.69
88402;2022-01-01;9:54:22;19.62
88403;2022-01-01;10:04:41;19.56
88404;2022-01-01;10:15:00;19.62
88405;2022-01-01;10:25:19;19.62
88406;2022-01-01;10:35:38;19.5
88407;2022-01-01;10:45:57;19.5
88408;2022-01-01;10:56:16;19.62
88409;2022-01-01;11:06:35;19.56
88410;2022-01-01;11:16:54;19.56
88411;2022-01-01;11:27:13;19.62
88412;2022-01-01;11:37:32;19.62
88413;2022-01-01;11:47:52;19.62
88414;2022-01-01;11:58:11;19.62
88415;2022-01-01;12:08:30;19.56
88416;2022-01-01;12:18:49;19.62
88417;2022-01-01;12:29:08;19.62
88418;2022-01-01;12:39:27;19.56
88419;2022-01-01;12:49:46;19.56
88420;2022-01-01;13:00:05;19.62
88421;2022-01-01;13:10:24;19.75
88422;2022-01-01;13:20:43;19.62
88423;2022-01-01;13:31:02;19.69
88424;2022-01-01;13:41:21;19.75
88425;2022-01-01;13:51:41;19.81
88426;2022-01-01;14:02:00;19.75
88427;2022-01-01;14:12:19;19.81
88428;2022-01-01;14:22:38;19.81
88429;2022-01-01;14:32:57;19.81
88430;2022-01-01;14:43:16;19.75
88431;2022-01-01;14:53:35;19.75
88432;2022-01-01;15:03:54;19.75
88433;2022-01-01;15:14:13;19.81
88434;2022-01-01;15:24:32;19.75
88435;2022-01-01;15:34:51;19.75
88436;2022-01-01;15:45:10;19.69
88437;2022-01-01;15:55:29;19.69
88438;2022-01-01;16:05:48;19.75
88439;2022-01-01;16:16:07;19.81
88440;2022-01-01;16:26:27;19.75
88441;2022-01-01;16:36:46;19.69
88442;2022-01-01;16:47:05;19.81
88443;2022-01-01;16:57:24;19.75
88444;2022-01-01;17:07:43;19.75
88445;2022-01-01;17:18:02;19.62
88446;2022-01-01;17:28:21;19.75
88447;2022-01-01;17:38:40;19.75
88448;2022-01-01;17:48:59;19.69
88449;2022-01-01;17:59:18;19.69
88450;2022-01-01;18:09:37;19.69
88451;2022-01-01;18:19:56;19.69
88452;2022-01-01;18:30:15;19.69
88453;2022-01-01;18:40:34;19.56
88454;2022-01-01;18:50:53;19.56
88455;2022-01-01;19:01:13;19.5
88456;2022-01-01;19:11:32;19.56
88457;2022-01-01;19:21:51;19.5
88458;2022-01-01;19:32:10;19.5
88459;2022-01-01;19:42:29;19.56
88460;2022-01-01;19:52:48;19.62
88461;2022-01-01;20:03:07;19.69
88462;2022-01-01;20:13:26;19.69
88463;2022-01-01;20:23:45;19.62
88464;2022-01-01;20:34:04;19.62
88465;2022-01-01;20:44:23;19.62
88466;2022-01-01;20:54:42;19.62
88467;2022-01-01;21:05:01;19.5
88468;2022-01-01;21:15:20;19.62
88469;2022-01-01;21:25:40;19.56
88470;2022-01-01;21:35:59;19.62
88471;2022-01-01;21:46:18;19.62
88472;2022-01-01;21:56:37;19.56
88473;2022-01-01;22:06:56;19.56
88474;2022-01-01;22:17:15;19.5
88475;2022-01-01;22:27:34;19.56
88476;2022-01-01;22:37:53;19.56
88477;2022-01-01;22:48:12;19.56
88478;2022-01-01;22:58:31;19.56
88479;2022-01-01;23:08:50;19.56
88480;2022-01-01;23:19:09;19.56
88481;2022-01-01;23:29:28;19.56
88482;2022-01-01;23:39:47;19.44
88483;2022-01-01;23:50:06;19.37
88484;2022-01-02;0:00:25;19.37
88485;2022-01-02;0:10:45;19.44
88486;2022-01-02;0:21:04;19.44
88487;2022-01-02;0:31:23;19.37
88488;2022-01-02;0:41:42;19.37
88489;2022-01-02;0:52:01;19.37
88490;2022-01-02;1:02:20;19.37
88491;2022-01-02;1:12:39;19.5
88492;2022-01-02;1:22:58;19.56
88493;2022-01-02;1:33:17;19.5
88494;2022-01-02;1:43:36;19.5
88495;2022-01-02;1:53:55;19.5
88496;2022-01-02;2:04:14;19.5
88497;2022-01-02;2:14:33;19.5
88498;2022-01-02;2:24:52;19.5
88499;2022-01-02;2:35:11;19.5
88500;2022-01-02;2:45:30;19.5
88501;2022-01-02;2:55:49;19.5
88502;2022-01-02;3:06:08;19.5
88503;2022-01-02;3:16:27;19.5
88504;2022-01-02;3:26:46;19.5
88505;2022-01-02;3:37:05;19.37
88506;2022-01-02;3:47:24;19.37
88507;2022-01-02;3:57:44;19.37
88508;2022-01-02;4:08:03;19.37
88509;2022-01-02;4:18:22;19.5
88510;2022-01-02;4:28:41;19.5
88511;2022-01-02;4:39:00;19.37
88512;2022-01-02;4:49:19;19.5
88513;2022-01-02;4:59:38;19.5
88514;2022-01-02;5:09:57;19.44
88515;2022-01-02;5:20:16;19.5
88516;2022-01-02;5:30:35;19.5
88517;2022-01-02;5:40:54;19.5
88518;2022-01-02;5:51:13;19.56
88519;2022-01-02;6:01:32;19.5
88520;2022-01-02;6:11:51;19.37
88521;2022-01-02;6:22:10;19.44
88522;2022-01-02;6:32:30;19.44
88523;2022-01-02;6:42:49;19.37
88524;2022-01-02;6:53:08;19.56
88525;2022-01-02;7:03:27;19.5
88526;2022-01-02;7:13:46;19.56
88527;2022-01-02;7:24:05;19.44
88528;2022-01-02;7:34:24;19.5
88529;2022-01-02;7:44:43;19.5
88530;2022-01-02;7:55:02;19.56
88531;2022-01-02;8:05:21;19.5
88532;2022-01-02;8:15:40;19.5
88533;2022-01-02;8:25:59;19.5
88534;2022-01-02;8:36:18;19.5
88535;2022-01-02;8:46:37;19.5
88536;2022-01-02;8:56:56;19.5
88537;2022-01-02;9:07:15;19.5
88538;2022-01-02;9:17:34;19.37
88539;2022-01-02;9:27:54;19.37
88540;2022-01-02;9:38:13;19.37
88541;2022-01-02;9:48:32;19.44
88542;2022-01-02;9:58:51;19.37
88543;2022-01-02;10:09:10;19.37
88544;2022-01-02;10:19:29;19.5
88545;2022-01-02;10:29:48;19.5
88546;2022-01-02;10:40:07;19.37
88547;2022-01-02;10:50:26;19.37
88548;2022-01-02;11:00:45;19.37
88549;2022-01-02;11:11:04;19.37
88550;2022-01-02;11:21:23;19.44
88551;2022-01-02;11:31:42;19.44
88552;2022-01-02;11:42:01;19.62
88553;2022-01-02;11:52:20;19.56
88554;2022-01-02;12:02:39;19.62
88555;2022-01-02;12:12:58;19.62
88556;2022-01-02;12:23:18;19.5
88557;2022-01-02;12:33:37;19.56
88558;2022-01-02;12:43:56;19.56
88559;2022-01-02;12:54:15;19.56
88560;2022-01-02;13:04:34;19.75
88561;2022-01-02;13:14:53;19.75
88562;2022-01-02;13:25:12;19.75
88563;2022-01-02;13:35:31;19.75
88564;2022-01-02;13:45:50;19.69
88565;2022-01-02;13:56:09;19.81
88566;2022-01-02;14:06:28;19.81
88567;2022-01-02;14:16:47;19.69
88568;2022-01-02;14:27:07;19.69
88569;2022-01-02;14:37:26;19.69
88570;2022-01-02;14:47:45;19.75
88571;2022-01-02;14:58:04;19.75
88572;2022-01-02;15:08:23;19.75
88573;2022-01-02;15:18:42;19.75
88574;2022-01-02;15:29:01;19.87
88575;2022-01-02;15:39:20;19.87
88576;2022-01-02;15:49:39;19.87
88577;2022-01-02;15:59:58;19.81
88578;2022-01-02;16:10:18;19.81
88579;2022-01-02;16:20:37;19.81
88580;2022-01-02;16:30:56;19.62
88581;2022-01-02;16:41:15;19.62
88582;2022-01-02;16:51:34;19.62
88583;2022-01-02;17:01:53;19.62
88584;2022-01-02;17:12:22;19.62
88585;2022-01-02;17:22:41;19.62
88586;2022-01-02;17:33:00;19.56
88587;2022-01-02;17:43:19;19.62
88588;2022-01-02;17:53:38;19.69
88589;2022-01-02;18:03:57;19.69
88590;2022-01-02;18:14:16;19.69
88591;2022-01-02;18:24:36;19.75
88592;2022-01-02;18:34:55;19.69
88593;2022-01-02;18:45:14;19.56
88594;2022-01-02;18:55:33;19.56
88595;2022-01-02;19:05:52;19.69
88596;2022-01-02;19:16:11;19.62
88597;2022-01-02;19:26:30;19.69
88598;2022-01-02;19:36:49;19.69
88599;2022-01-02;19:47:08;19.69
88600;2022-01-02;19:57:27;19.69
88601;2022-01-02;20:07:46;19.69
88602;2022-01-02;20:18:05;19.69
88603;2022-01-02;20:28:24;19.56
88604;2022-01-02;20:38:43;19.69
88605;2022-01-02;20:49:03;19.62
88606;2022-01-02;20:59:22;19.56
88607;2022-01-02;21:09:41;19.56
88608;2022-01-02;21:20:00;19.62
88609;2022-01-02;21:30:19;19.56
88610;2022-01-02;21:40:38;19.56
88611;2022-01-02;21:50:57;19.56
88612;2022-01-02;22:01:16;19.62
88613;2022-01-02;22:11:35;19.62
88614;2022-01-02;22:21:54;19.56
88615;2022-01-02;22:32:13;19.62
88616;2022-01-02;22:42:33;19.69
88617;2022-01-02;22:52:52;19.69
88618;2022-01-02;23:03:11;19.56
88619;2022-01-02;23:13:30;19.69
88620;2022-01-02;23:23:49;19.69
88621;2022-01-02;23:34:08;19.69
88622;2022-01-02;23:44:27;19.69
88623;2022-01-02;23:54:46;19.62
88624;2022-01-03;0:05:05;19.62
88625;2022-01-03;0:15:24;19.62
88626;2022-01-03;0:25:43;19.62
88627;2022-01-03;0:36:02;19.56
88628;2022-01-03;0:46:21;19.62
88629;2022-01-03;0:56:41;19.56
88630;2022-01-03;1:07:00;19.62
88631;2022-01-03;1:17:19;19.44
88632;2022-01-03;1:27:38;19.5
88633;2022-01-03;1:37:57;19.5
88634;2022-01-03;1:48:16;19.5
88635;2022-01-03;1:58:35;19.44
88636;2022-01-03;2:08:54;19.37
88637;2022-01-03;2:19:13;19.37
88638;2022-01-03;2:29:32;19.37
88639;2022-01-03;2:39:51;19.31
88640;2022-01-03;2:50:10;19.37
88641;2022-01-03;3:00:29;19.37
88642;2022-01-03;3:10:49;19.31
88643;2022-01-03;3:21:08;19.37
88644;2022-01-03;3:31:27;19.31
88645;2022-01-03;3:41:46;19.19
88646;2022-01-03;3:52:05;19.12
88647;2022-01-03;4:02:24;19.25
88648;2022-01-03;4:12:43;19.25
88649;2022-01-03;4:23:02;19.25
88650;2022-01-03;4:33:21;19.25
88651;2022-01-03;4:43:40;19.31
88652;2022-01-03;4:53:59;19.25
88653;2022-01-03;5:04:18;19.31
88654;2022-01-03;5:14:37;19.25
88655;2022-01-03;5:24:56;19.25
88656;2022-01-03;5:35:15;19.06
88657;2022-01-03;5:45:34;19.06
88658;2022-01-03;5:55:53;19.25
88659;2022-01-03;6:06:12;19.25
88660;2022-01-03;6:16:32;19.19
88661;2022-01-03;6:26:51;19.19
88662;2022-01-03;6:37:10;19.19
88663;2022-01-03;6:47:29;19.19
88664;2022-01-03;6:57:48;19.19
88665;2022-01-03;7:08:07;19.19
88666;2022-01-03;7:18:26;19.19
88667;2022-01-03;7:28:50;19.06
88668;2022-01-03;7:39:09;19.06
88669;2022-01-03;7:49:28;19.06
88670;2022-01-03;7:59:47;19.12
88671;2022-01-03;8:10:06;19.0
88672;2022-01-03;8:20:25;19.06
88673;2022-01-03;8:30:44;19.12
88674;2022-01-03;8:41:03;19.0
88675;2022-01-03;8:51:22;19.06
88676;2022-01-03;9:01:41;19.0
88677;2022-01-03;9:12:01;19.19
88678;2022-01-03;9:22:20;19.06
88679;2022-01-03;9:32:39;19.06
88680;2022-01-03;9:42:58;19.06
88681;2022-01-03;9:53:17;19.19
88682;2022-01-03;10:03:36;19.19
88683;2022-01-03;10:13:55;19.19
88684;2022-01-03;10:24:15;19.06
88685;2022-01-03;10:34:34;19.06
88686;2022-01-03;10:44:54;19.06
88687;2022-01-03;10:55:13;19.06
88688;2022-01-03;11:05:32;19.25
88689;2022-01-03;11:15:51;19.19
88690;2022-01-03;11:26:10;19.19
88691;2022-01-03;11:36:29;19.25
88692;2022-01-03;11:46:48;19.25
88693;2022-01-03;11:57:07;19.25
88694;2022-01-03;12:07:27;19.25
88695;2022-01-03;12:17:46;19.25
88696;2022-01-03;12:28:05;19.12
88697;2022-01-03;12:38:24;19.19
88698;2022-01-03;12:48:43;19.19
88699;2022-01-03;12:59:02;19.25
88700;2022-01-03;13:09:21;19.37
88701;2022-01-03;13:19:40;19.31
88702;2022-01-03;13:29:59;19.31
88703;2022-01-03;13:40:18;19.37
88704;2022-01-03;13:50:37;19.37
88705;2022-01-03;14:00:56;19.44
88706;2022-01-03;14:11:15;19.44
88707;2022-01-03;14:21:34;19.37
88708;2022-01-03;14:31:53;19.44
88709;2022-01-03;14:42:12;19.37
88710;2022-01-03;14:52:31;19.25
88711;2022-01-03;15:02:51;19.31
88712;2022-01-03;15:13:10;19.25
88713;2022-01-03;15:23:29;19.25
88714;2022-01-03;15:33:48;19.31
88715;2022-01-03;15:44:08;19.44
88716;2022-01-03;15:54:27;19.44
88717;2022-01-03;16:04:47;19.37
88718;2022-01-03;16:15:06;19.25
88719;2022-01-03;16:25:25;19.37
88720;2022-01-03;16:35:44;19.37
88721;2022-01-03;16:46:03;19.31
88722;2022-01-03;16:56:22;19.31
88723;2022-01-03;17:06:41;19.31
88724;2022-01-03;17:17:00;19.37
88725;2022-01-03;17:27:19;19.31
88726;2022-01-03;17:37:38;19.44
88727;2022-01-03;17:47:57;19.37
88728;2022-01-03;17:58:16;19.37
88729;2022-01-03;18:08:36;19.31
88730;2022-01-03;18:18:55;19.37
88731;2022-01-03;18:29:14;19.37
88732;2022-01-03;18:39:33;19.37
88733;2022-01-03;18:49:52;19.44
88734;2022-01-03;19:00:11;19.44
88735;2022-01-03;19:10:30;19.37
88736;2022-01-03;19:20:49;19.37
88737;2022-01-03;19:31:08;19.44
88738;2022-01-03;19:41:27;19.44
88739;2022-01-03;19:51:46;19.5
88740;2022-01-03;20:02:05;19.5
88741;2022-01-03;20:12:24;19.5
88742;2022-01-03;20:22:43;19.5
88743;2022-01-03;20:33:03;19.56
88744;2022-01-03;20:43:22;19.56
88745;2022-01-03;20:53:41;19.56
88746;2022-01-03;21:04:00;19.56
88747;2022-01-03;21:14:19;19.56
88748;2022-01-03;21:24:38;19.56
88749;2022-01-03;21:34:57;19.5
88750;2022-01-03;21:45:16;19.5
88751;2022-01-03;21:55:35;19.5
88752;2022-01-03;22:05:54;19.56
88753;2022-01-03;22:16:13;19.5
88754;2022-01-03;22:26:32;19.5
88755;2022-01-03;22:36:52;19.5
88756;2022-01-03;22:47:11;19.56
88757;2022-01-03;22:57:30;19.5
88758;2022-01-03;23:07:49;19.5
88759;2022-01-03;23:18:08;19.44
88760;2022-01-03;23:28:27;19.5
88761;2022-01-03;23:38:46;19.5
88762;2022-01-03;23:49:05;19.5
88763;2022-01-03;23:59:24;19.5
88764;2022-01-04;0:09:44;19.5
88765;2022-01-04;0:20:03;19.5
88766;2022-01-04;0:30:22;19.44
88767;2022-01-04;0:40:41;19.62
88768;2022-01-04;0:51:00;19.44
88769;2022-01-04;1:01:19;19.37
88770;2022-01-04;1:11:38;19.44
88771;2022-01-04;1:21:57;19.44
88772;2022-01-04;1:32:16;19.37
88773;2022-01-04;1:42:35;19.44
88774;2022-01-04;1:52:54;19.44
88775;2022-01-04;2:03:13;19.5
88776;2022-01-04;2:13:32;19.5
88777;2022-01-04;2:23:51;19.5
88778;2022-01-04;2:34:11;19.44
88779;2022-01-04;2:44:30;19.44
88780;2022-01-04;2:54:49;19.56
88781;2022-01-04;3:05:09;19.5
88782;2022-01-04;3:15:28;19.5
88783;2022-01-04;3:25:47;19.37
88784;2022-01-04;3:36:06;19.37
88785;2022-01-04;3:46:25;19.31
88786;2022-01-04;3:56:44;19.37
88787;2022-01-04;4:07:03;19.31
88788;2022-01-04;4:17:22;19.5
88789;2022-01-04;4:27:41;19.37
88790;2022-01-04;4:38:01;19.37
88791;2022-01-04;4:48:20;19.5
88792;2022-01-04;4:58:39;19.37
88793;2022-01-04;5:08:58;19.31
88794;2022-01-04;5:19:17;19.37
88795;2022-01-04;5:29:36;19.31
88796;2022-01-04;5:39:56;19.37
88797;2022-01-04;5:50:15;19.44
88798;2022-01-04;6:00:34;19.44
88799;2022-01-04;6:10:53;19.37
88800;2022-01-04;6:21:12;19.31
88801;2022-01-04;6:31:31;19.44
88802;2022-01-04;6:41:50;19.44
88803;2022-01-04;6:52:09;19.37
88804;2022-01-04;7:02:28;19.37
88805;2022-01-04;7:12:47;19.44
88806;2022-01-04;7:23:06;19.44
88807;2022-01-04;7:33:26;19.44
88808;2022-01-04;7:43:45;19.31
88809;2022-01-04;7:54:04;19.31
88810;2022-01-04;8:04:23;19.31
88811;2022-01-04;8:14:42;19.31
88812;2022-01-04;8:25:01;19.37
88813;2022-01-04;8:35:21;19.31
88814;2022-01-04;8:45:40;19.31
88815;2022-01-04;8:55:59;19.31
88816;2022-01-04;9:06:18;19.31
88817;2022-01-04;9:16:37;19.25
88818;2022-01-04;9:26:57;19.37
88819;2022-01-04;9:37:16;19.31
88820;2022-01-04;9:47:35;19.37
88821;2022-01-04;9:57:54;19.37
88822;2022-01-04;10:08:13;19.44
88823;2022-01-04;10:18:32;19.44
88824;2022-01-04;10:28:51;19.31
88825;2022-01-04;10:39:10;19.25
88826;2022-01-04;10:49:29;19.25
88827;2022-01-04;10:59:48;19.37
88828;2022-01-04;11:10:07;19.44
88829;2022-01-04;11:20:26;19.44
88830;2022-01-04;11:30:45;19.5
88831;2022-01-04;11:41:04;19.5
88832;2022-01-04;11:51:24;19.56
88833;2022-01-04;12:01:43;19.62
88834;2022-01-04;12:12:02;19.56
88835;2022-01-04;12:22:21;19.62
88836;2022-01-04;12:32:40;19.75
88837;2022-01-04;12:42:59;19.75
88838;2022-01-04;12:53:19;19.87
88839;2022-01-04;13:03:38;20.0
88840;2022-01-04;13:13:57;19.94
88841;2022-01-04;13:24:16;20.06
88842;2022-01-04;13:34:35;20.19
88843;2022-01-04;13:44:54;20.25
88844;2022-01-04;13:55:13;20.5
88845;2022-01-04;14:05:32;20.62
88846;2022-01-04;14:15:51;20.69
88847;2022-01-04;14:26:10;20.81
88848;2022-01-04;14:36:30;20.94
88849;2022-01-04;14:46:49;21.06
88850;2022-01-04;14:57:08;20.94
88851;2022-01-04;15:07:27;21.19
88852;2022-01-04;15:17:46;21.19
88853;2022-01-04;15:28:05;21.19
88854;2022-01-04;15:38:24;21.12
88855;2022-01-04;15:48:43;21.19
88856;2022-01-04;15:59:02;21.12
88857;2022-01-04;16:09:21;21.06
88858;2022-01-04;16:19:40;21.06
88859;2022-01-04;16:29:59;20.94
88860;2022-01-04;16:40:18;20.94
88861;2022-01-04;16:50:38;20.88
88862;2022-01-04;17:00:57;20.81
88863;2022-01-04;17:11:16;20.75
88864;2022-01-04;20:27:07;20.25
88865;2022-01-04;20:37:27;20.25
88866;2022-01-04;20:47:46;20.19
88867;2022-01-04;20:58:05;20.19
88868;2022-01-04;21:08:24;20.25
88869;2022-01-04;21:18:43;20.19
88870;2022-01-04;21:29:02;20.19
88871;2022-01-04;21:39:21;20.19
88872;2022-01-04;21:49:40;20.19
88873;2022-01-04;21:59:59;20.12
88874;2022-01-04;22:10:18;20.0
88875;2022-01-04;22:20:37;20.06
88876;2022-01-04;22:30:56;20.0
88877;2022-01-04;22:41:15;19.94
88878;2022-01-04;22:51:34;19.94
88879;2022-01-04;23:01:53;19.81
88880;2022-01-04;23:12:12;19.81
88881;2022-01-04;23:22:31;19.94
88882;2022-01-04;23:32:51;19.75
88883;2022-01-04;23:43:10;19.75
88884;2022-01-04;23:53:29;19.81
88885;2022-01-05;0:03:48;19.69
88886;2022-01-05;0:14:07;19.69
88887;2022-01-05;0:24:26;19.62
88888;2022-01-05;0:34:45;19.62
88889;2022-01-05;0:45:04;19.56
88890;2022-01-05;0:55:23;19.56
88891;2022-01-05;1:05:42;19.56
88892;2022-01-05;1:16:01;19.5
88893;2022-01-05;1:26:20;19.56
88894;2022-01-05;1:36:39;19.5
88895;2022-01-05;1:46:59;19.5
88896;2022-01-05;1:57:18;19.44
88897;2022-01-05;2:07:37;19.44
88898;2022-01-05;2:28:15;19.5
88899;2022-01-05;2:38:35;19.5
88900;2022-01-05;2:48:54;19.5
88901;2022-01-05;2:59:13;19.37
88902;2022-01-05;3:09:32;19.31
88903;2022-01-05;3:19:51;19.37
